01/10/2023 16:08:47,,QUADSOMETHING
01/10/2023 16:08:47,,Triangle
01/10/2023 16:08:47,,CIRCLE
01/10/2023 16:08:47,,QUADSOMETHING
01/10/2023 16:08:47,,QUADSOMETHING
01/10/2023 16:11:02,,QUADSOMETHING
01/10/2023 16:11:02,,Triangle
01/10/2023 16:11:02,,CIRCLE
01/10/2023 16:11:02,,QUADSOMETHING
01/10/2023 16:11:02,,QUADSOMETHING
01/10/2023 16:15:36,,QUADSOMETHING
01/10/2023 16:15:36,,Triangle
01/10/2023 16:15:36,,CIRCLE
01/10/2023 16:15:36,,QUADSOMETHING
01/10/2023 16:15:36,,QUADSOMETHING
01/10/2023 16:16:09,,QUADSOMETHING
01/10/2023 16:16:09,,Triangle
01/10/2023 16:16:09,,CIRCLE
01/10/2023 16:16:09,,QUADSOMETHING
01/10/2023 16:16:09,,QUADSOMETHING
01/10/2023 16:19:01,,Square
01/10/2023 16:19:01,,Triangle
01/10/2023 16:19:01,,CIRCLE
01/10/2023 16:19:01,,Square
01/10/2023 16:19:01,,Square
01/10/2023 16:19:24,,Square
01/10/2023 16:19:24,,Triangle
01/10/2023 16:19:24,,CIRCLE
01/10/2023 16:19:24,,Square
01/10/2023 16:19:24,,Square
01/10/2023 16:19:47,,Rectangle
01/10/2023 16:19:47,,Triangle
01/10/2023 16:19:47,,CIRCLE
01/10/2023 16:19:47,,Rectangle
01/10/2023 16:19:47,,Rectangle
01/10/2023 16:20:14,,Rectangle
01/10/2023 16:20:14,,Triangle
01/10/2023 16:20:14,,CIRCLE
01/10/2023 16:20:14,,Rectangle
01/10/2023 16:20:14,,Rectangle
01/10/2023 16:20:52,,Rectangle
01/10/2023 16:20:52,,Triangle
01/10/2023 16:20:52,,CIRCLE
01/10/2023 16:20:52,,Rectangle
01/10/2023 16:20:52,,Rectangle
01/10/2023 16:21:30,,Rectangle
01/10/2023 16:21:30,,Triangle
01/10/2023 16:21:30,,CIRCLE
01/10/2023 16:21:30,,Rectangle
01/10/2023 16:21:30,,Rectangle
01/10/2023 16:22:04,,Square
01/10/2023 16:22:04,,Triangle
01/10/2023 16:22:04,,CIRCLE
01/10/2023 16:22:04,,Square
01/10/2023 16:22:04,,Rectangle
01/10/2023 16:28:29,,Square
01/10/2023 16:28:29,,Triangle
01/10/2023 16:28:29,,CIRCLE
01/10/2023 16:28:29,,Square
01/10/2023 16:28:29,,Rectangle
02/10/2023 13:05:43,,Square
02/10/2023 13:05:43,,Triangle
02/10/2023 13:05:43,,CIRCLE
02/10/2023 13:05:43,,Square
02/10/2023 13:05:43,,Rectangle
02/10/2023 13:05:56,,Square
02/10/2023 13:05:56,,Triangle
02/10/2023 13:05:56,,CIRCLE
02/10/2023 13:05:56,,Square
02/10/2023 13:05:56,,Rectangle
02/10/2023 14:04:12,,Square
02/10/2023 14:04:12,,Triangle
02/10/2023 14:04:12,,CIRCLE
02/10/2023 14:04:12,,Square
02/10/2023 14:04:12,,Rectangle
02/10/2023 14:05:57,,Square
02/10/2023 14:05:57,,Triangle
02/10/2023 14:05:57,,CIRCLE
02/10/2023 14:05:57,,Square
02/10/2023 14:05:57,,Rectangle
02/10/2023 14:22:10,,Square
02/10/2023 14:22:10,,Triangle
02/10/2023 14:22:10,,CIRCLE
02/10/2023 14:22:10,,Square
02/10/2023 14:22:10,,Rectangle
02/10/2023 14:27:14,,Square
02/10/2023 14:27:14,,Triangle
02/10/2023 14:27:14,,CIRCLE
02/10/2023 14:27:14,,Square
02/10/2023 14:27:14,,Rectangle
02/10/2023 14:29:43,,Square
02/10/2023 14:29:43,,Triangle
02/10/2023 14:29:43,,CIRCLE
02/10/2023 14:29:43,,Square
02/10/2023 14:29:43,,Rectangle
